director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tags
Marcus Nispel,Ashley Tramonte,Brittany Curran,Lindsay MacDonald,Horror Mystery Thriller,exeter,Horror Mystery Thriller exeter Ashley Tramonte Brittany Curran Lindsay MacDonald Marcus Nispel
Brandon Landers,Robbie Barnes,Alana Kaniewski,Brandon Landers,Drama Horror Thriller,the ridges,Drama Horror Thriller the ridges Robbie Barnes Alana Kaniewski Brandon Landers Brandon Landers
Jay Duplass,Mark Duplass,Katie Aselton,Bari Hyman,Comedy Drama Romance,the puffy chair,Comedy Drama Romance the puffy chair Mark Duplass Katie Aselton Bari Hyman Jay Duplass
Jim Chuchu,Paul Ogola,Olwenya Maina,Mugambi Nthiga,Drama,stories of our lives,Drama stories of our lives Paul Ogola Olwenya Maina Mugambi Nthiga Jim Chuchu
Daryl Wein,Zoe Lister-Jones,Heather Burns,Ebon Moss-Bachrach,Romance,breaking upwards,Romance breaking upwards Zoe Lister-Jones Heather Burns Ebon Moss-Bachrach Daryl Wein
Jason Trost,Sean Whalen,Jason Trost,Nick Principe,Sci-Fi Thriller,all superheroes must die,Sci-Fi Thriller all superheroes must die Sean Whalen Jason Trost Nick Principe Jason Trost
John Waters,Divine,Mink Stole,Edith Massey,Comedy Crime Horror,pink flamingos,Comedy Crime Horror pink flamingos Divine Mink Stole Edith Massey John Waters
Olivier Assayas,Maggie Cheung,Béatrice Dalle,Don McKellar,Drama Music Romance,clean,Drama Music Romance clean Maggie Cheung Béatrice Dalle Don McKellar Olivier Assayas
Ivan Kavanagh,Patrick O'Donnell,Michael Parle,Emma Eliza Regan,Horror,tin can man,Horror tin can man Patrick O'Donnell Michael Parle Emma Eliza Regan Ivan Kavanagh
Kiyoshi Kurosawa,Kôji Yakusho,Anna Nakagawa,Denden,Crime Horror Mystery Thriller,the cure,Crime Horror Mystery Thriller the cure Kôji Yakusho Anna Nakagawa Denden Kiyoshi Kurosawa
Tadeo Garcia,Tatiana Suarez-Pico,Michael Cortez,Eric Ambriz,Drama,on the downlow,Drama on the downlow Tatiana Suarez-Pico Michael Cortez Eric Ambriz Tadeo Garcia
Thomas L. Phillips,Julianna Pitt,Joe Coffey,John Lucas,Comedy Horror Thriller,sanctuary; quite a conundrum,Comedy Horror Thriller sanctuary; quite a conundrum Julianna Pitt Joe Coffey John Lucas Thomas L. Phillips
Ash Baron-Cohen,Peter Greene,Stanley B. Herman,James Noble,Crime Drama,bang,Crime Drama bang Peter Greene Stanley B. Herman James Noble Ash Baron-Cohen
Shane Carruth,Shane Carruth,David Sullivan,Casey Gooden,Drama Sci-Fi Thriller,primer,Drama Sci-Fi Thriller primer Shane Carruth David Sullivan Casey Gooden Shane Carruth
Neill Dela Llana,Ian Gamazon,Edgar Tancangco,Quynn Ton,Thriller,cavite,Thriller cavite Ian Gamazon Edgar Tancangco Quynn Ton Neill Dela Llana
Robert Rodriguez,Carlos Gallardo,Peter Marquardt,Consuelo Gómez,Action Crime Drama Romance Thriller,el mariachi,Action Crime Drama Romance Thriller el mariachi Carlos Gallardo Peter Marquardt Consuelo Gómez Robert Rodriguez
Anthony Vallone,Richard Jewell,John Considine,Sara Stepnicka,Crime Drama,the mongol king,Crime Drama the mongol king Richard Jewell John Considine Sara Stepnicka Anthony Vallone
Edward Burns,Kerry Bishé,Caitlin FitzGerald,Daniella Pineda,Comedy Drama,newlyweds,Comedy Drama newlyweds Kerry Bishé Caitlin FitzGerald Daniella Pineda Edward Burns
Scott Smith,Eric Mabius,Daphne Zuniga,Crystal Lowe,Comedy Drama,signed sealed delivered,Comedy Drama signed sealed delivered Eric Mabius Daphne Zuniga Crystal Lowe Scott Smith
Benjamin Roberds,Eva Boehnke,Maxwell Moody,David Chandler,Drama Horror Thriller,a plague so pleasant,Drama Horror Thriller a plague so pleasant Eva Boehnke Maxwell Moody David Chandler Benjamin Roberds
Daniel Hsia,Alan Ruck,Daniel Henney,Eliza Coupe,Comedy Drama Romance,shanghai calling,Comedy Drama Romance shanghai calling Alan Ruck Daniel Henney Eliza Coupe Daniel Hsia
Jon Gunn,John August,Brian Herzlinger,Jon Gunn,Documentary,my date with drew,Documentary my date with drew John August Brian Herzlinger Jon Gunn Jon Gunn
Joachim Rønning Espen Sandberg,Johnny Depp,Javier Bardem,Geoffrey Rush,Adventure Action Fantasy Comedy,pirates of the caribbean: dead men tell no tales,Adventure Action Fantasy Comedy pirates of the caribbean: dead men tell no tales Johnny Depp Javier Bardem Geoffrey RushJoachim Rønning Espen Sandberg
Zack Snyder,Ben Affleck,Henry Cavill,Gal Gadot,Action Adventure Fantasy Sci-Fi,justice league,Action Adventure Fantasy Sci-Fi justice league Ben Affleck Henry Cavill Gal GadotZack Snyder
Taika Waititi,Chris Hemsworth,Tom Hiddleston,Cate Blanchett,Action Adventure Fantasy Sci-Fi,thor: ragnarok,Action Adventure Fantasy Sci-Fi thor: ragnarok Chris Hemsworth Tom Hiddleston Cate BlanchettTaika Waititi
James Gunn,Chris Pratt,Zoe Saldana,Dave Bautista,Action Adventure Comedy Sci-Fi,guardians of the galaxy vol. 2,Action Adventure Comedy Sci-Fi guardians of the galaxy vol. 2 Chris Pratt Zoe Saldana Dave BautistaJames Gunn
Sean McNamara,Pierce Brosnan,William Hurt,Benjamin Walker,Fantasy Action Adventure,the king's daughter,Fantasy Action Adventure the king's daughter Pierce Brosnan William Hurt Benjamin WalkerSean McNamara
Adam Spinks,Ben Loyd-Holmes,Sarah Mac,Neil Newbon,Thriller Adventure,extinction: nature has evolved,Thriller Adventure extinction: nature has evolved Ben Loyd-Holmes Sarah Mac Neil NewbonAdam Spinks
Rucha Humnabadkar,Ali Fazal,Melanie Chandra,Omi Vaidya,Drama Comedy,for here or to go?,Drama Comedy for here or to go? Ali Fazal Melanie Chandra Omi VaidyaRucha Humnabadkar
Sarik Andreasyan,Anton Pampushnyy,Sanzhar Madiyev,Sebastien Sisak,Action Fantasy Sci-Fi,guardians,Action Fantasy Sci-Fi guardians Anton Pampushnyy Sanzhar Madiyev Sebastien SisakSarik Andreasyan
Peter Hutchings,Victoria Justice,Eden Sher,Ashley Rickards,Comedy,the outcasts,Comedy the outcasts Victoria Justice Eden Sher Ashley RickardsPeter Hutchings
Patty Jenkins,Gal Gadot,Chris Pine,Robin Wright,Action Adventure Fantasy,wonder woman,Action Adventure Fantasy wonder woman Gal Gadot Chris Pine Robin WrightPatty Jenkins
Kevin Munroe,Chris Murphy,Ian James Corlett,Matt Olsen,Animation Adventure Comedy Action Family,sly cooper,Animation Adventure Comedy Action Family sly cooper Chris Murphy Ian James Corlett Matt OlsenKevin Munroe
James Ponsoldt,Emma Watson,Tom Hanks,John Boyega,Drama Thriller Sci-Fi,the circle,Drama Thriller Sci-Fi the circle Emma Watson Tom Hanks John BoyegaJames Ponsoldt
Trish Sie,Anna Kendrick,Rebel Wilson,Brittany Snow,Comedy,pitch perfect 3,Comedy pitch perfect 3 Anna Kendrick Rebel Wilson Brittany SnowTrish Sie
Sean Byrne,Ethan Embry,Shiri Appleby,Kiara Glasco,Horror,the devil's candy,Horror the devil's candy Ethan Embry Shiri Appleby Kiara GlascoSean Byrne
Roberto Doveris,Violeta Castillo,Ingrid Isensee,Mauricio Vaca,Drama,las plantas,Drama las plantas Violeta Castillo Ingrid Isensee Mauricio VacaRoberto Doveris
Lloyd Kaufman,Asta Paredes,Catherine Corcoran,Zac Amino,Comedy Horror,"return to return to nuke 'em high, aka volume 2","Comedy Horror return to return to nuke 'em high, aka volume 2 Asta Paredes Catherine Corcoran Zac AminoLloyd Kaufman"
David Jackson,Amanda Leighton,Samantha Boscarino,Hannah Kasulka,TV Movie Thriller,the cheerleader murders,TV Movie Thriller the cheerleader murders Amanda Leighton Samantha Boscarino Hannah KasulkaDavid Jackson
Demetri Martin,Demetri Martin,Gillian Jacobs,Christine Woods,Comedy,dean,Comedy dean Demetri Martin Gillian Jacobs Christine WoodsDemetri Martin
Alexandre Bustillo Julien Maury,Stephen Dorff,Lili Taylor,Sam Strike,Horror,leatherface,Horror leatherface Stephen Dorff Lili Taylor Sam StrikeAlexandre Bustillo Julien Maury
Johannes Roberts,Claire Holt,Mandy Moore,Chris Johnson,Drama Thriller Horror Adventure,47 meters down,Drama Thriller Horror Adventure 47 meters down Claire Holt Mandy Moore Chris JohnsonJohannes Roberts
Gabe Klinger,Lucie Lucas,Anton Yelchin,Paulo Calatré,Romance Drama,porto,Romance Drama porto Lucie Lucas Anton Yelchin Paulo CalatréGabe Klinger
Aaron Leong,Sean O'Donnell,Alexandria DeBerry,Gary Busey,Comedy Drama Family Fantasy Romance Sci-Fi,mamaboy,Comedy Drama Family Fantasy Romance Sci-Fi mamaboy Sean O'Donnell Alexandria DeBerry Gary BuseyAaron Leong
Terry George,Oscar Isaac,Charlotte Le Bon,Christian Bale,History Romance Drama,the promise,History Romance Drama the promise Oscar Isaac Charlotte Le Bon Christian BaleTerry George
Benny Boom,Demetrius Shipp Jr.,Danai Gurira,Kat Graham,Drama Music,all eyez on me,Drama Music all eyez on me Demetrius Shipp Jr. Danai Gurira Kat GrahamBenny Boom
Nacho Vigalondo,Anne Hathaway,Jason Sudeikis,Tim Blake Nelson,Action Comedy Drama Fantasy Sci-Fi,colossal,Action Comedy Drama Fantasy Sci-Fi colossal Anne Hathaway Jason Sudeikis Tim Blake NelsonNacho Vigalondo
Derrick Borte,Jonathan Rhys Meyers,Daniel Huttlestone,Dougray Scott,Drama Music,london town,Drama Music london town Jonathan Rhys Meyers Daniel Huttlestone Dougray ScottDerrick Borte
Martin Koolhoven,Guy Pearce,Dakota Fanning,Carice van Houten,Mystery Thriller Western,brimstone,Mystery Thriller Western brimstone Guy Pearce Dakota Fanning Carice van HoutenMartin Koolhoven
Alex Helfrecht Jörg Tittel,Agyness Deyn,Jonathan Pryce,Fiona Shaw,Drama Sci-Fi,the white king,Drama Sci-Fi the white king Agyness Deyn Jonathan Pryce Fiona ShawAlex Helfrecht Jörg Tittel
Laura Poitras,Julian Assange,Sarah Harrison,Jacob Appelbaum,Documentary,risk,Documentary risk Julian Assange Sarah Harrison Jacob AppelbaumLaura Poitras
Eddie O'Keefe,Emily Browning,Luke Grimes,Ron Livingston,Romance Drama Crime,shangri-la suite,Romance Drama Crime shangri-la suite Emily Browning Luke Grimes Ron LivingstonEddie O'Keefe
Ralitza Petrova,Irena Ivanova,Ivan Nalbantov,Ventzislav Konstantinov,Drama,godless,Drama godless Irena Ivanova Ivan Nalbantov Ventzislav KonstantinovRalitza Petrova
Peter Chelsom,Asa Butterfield,Britt Robertson,Carla Gugino,Romance Adventure Sci-Fi Drama,the space between us,Romance Adventure Sci-Fi Drama the space between us Asa Butterfield Britt Robertson Carla GuginoPeter Chelsom
Raoul Peck,Samuel L. Jackson,James Baldwin,Malcolm X,Documentary,i am not your negro,Documentary i am not your negro Samuel L. Jackson James Baldwin Malcolm XRaoul Peck
Lasse Hallström,Dennis Quaid,Britt Robertson,Josh Gad,Comedy Drama Family Fantasy,a dog's purpose,Comedy Drama Family Fantasy a dog's purpose Dennis Quaid Britt Robertson Josh GadLasse Hallström
Julian Rosefeldt,Cate Blanchett,Erika Bauer,Ruby Bustamante,Drama,manifesto,Drama manifesto Cate Blanchett Erika Bauer Ruby BustamanteJulian Rosefeldt
Jeff Baena,Alison Brie,Dave Franco,Aubrey Plaza,Comedy,the little hours,Comedy the little hours Alison Brie Dave Franco Aubrey PlazaJeff Baena
Richie Keen,Charlie Day,Ice Cube,Tracy Morgan,Comedy,fist fight,Comedy fist fight Charlie Day Ice Cube Tracy MorganRichie Keen
Baran bo Odar,Jamie Foxx,Michelle Monaghan,Dermot Mulroney,Action Crime Thriller,sleepless,Action Crime Thriller sleepless Jamie Foxx Michelle Monaghan Dermot MulroneyBaran bo Odar
Gore Verbinski,Dane DeHaan,Jason Isaacs,Mia Goth,Mystery Thriller Horror Sci-Fi,a cure for wellness,Mystery Thriller Horror Sci-Fi a cure for wellness Dane DeHaan Jason Isaacs Mia GothGore Verbinski
Charlotte Sieling,Jakob Oftebro,Ane Dahl Torp,Søren Malling,Drama Comedy,the man,Drama Comedy the man Jakob Oftebro Ane Dahl Torp Søren MallingCharlotte Sieling
D.J. Caruso,Vin Diesel,Ice Cube,Samuel L. Jackson,Action Adventure Crime,xxx: return of xander cage,Action Adventure Crime xxx: return of xander cage Vin Diesel Ice Cube Samuel L. JacksonD.J. Caruso
Stacy Title,Douglas Smith,Lucien Laviscount,Cressida Bonas,Horror Thriller,the bye bye man,Horror Thriller the bye bye man Douglas Smith Lucien Laviscount Cressida BonasStacy Title
Alice Lowe,Alice Lowe,Jo Hartley,Kate Dickie,Horror Comedy Drama Thriller Fantasy,prevenge,Horror Comedy Drama Thriller Fantasy prevenge Alice Lowe Jo Hartley Kate DickieAlice Lowe
Chris McKay,Will Arnett,Zach Galifianakis,Michael Cera,Action Animation Comedy Family Fantasy,the lego batman movie,Action Animation Comedy Family Fantasy the lego batman movie Will Arnett Zach Galifianakis Michael CeraChris McKay
Stephan Streker,Lina El Arabi,Sébastien Houbani,Babak Karimi,Drama,a wedding,Drama a wedding Lina El Arabi Sébastien Houbani Babak KarimiStephan Streker
Stanley Tong,Jackie Chan,Disha Patani,Sonu Sood,Mystery Action Adventure Comedy,kung fu yoga,Mystery Action Adventure Comedy kung fu yoga Jackie Chan Disha Patani Sonu SoodStanley Tong
Vishal Bhardwaj,Saif Ali Khan,Shahid Kapoor,Kangana Ranaut,War History Drama Romance,rangoon,War History Drama Romance rangoon Saif Ali Khan Shahid Kapoor Kangana RanautVishal Bhardwaj
G.J. Echternkamp,Manu Bennett,Malcolm McDowell,Marci Miller,Action Comedy Sci-Fi,death race 2050,Action Comedy Sci-Fi death race 2050 Manu Bennett Malcolm McDowell Marci MillerG.J. Echternkamp
Adam Smith,Michael Fassbender,Brendan Gleeson,Lyndsey Marshal,Action Drama Crime Thriller,trespass against us,Action Drama Crime Thriller trespass against us Michael Fassbender Brendan Gleeson Lyndsey MarshalAdam Smith
Lisa Robinson Annie J. Howell,Betsy Brandt,Chris Beetem,Zev Haworth,Drama,claire in motion,Drama claire in motion Betsy Brandt Chris Beetem Zev HaworthLisa Robinson Annie J. Howell
Emily Hagins,Alex Saxon,Alexis G. Zall,Sasha Pieterse,Family Crime,coin heist,Family Crime coin heist Alex Saxon Alexis G. Zall Sasha PieterseEmily Hagins
F. Javier Gutiérrez,Matilda Anna Ingrid Lutz,Alex Roe,Johnny Galecki,Horror,rings,Horror rings Matilda Anna Ingrid Lutz Alex Roe Johnny GaleckiF. Javier Gutiérrez
Alistair Legrand,Vinessa Shaw,Kevin Rahm,Aaron Stanford,Thriller,clinical,Thriller clinical Vinessa Shaw Kevin Rahm Aaron StanfordAlistair Legrand
Bruno Garotti,Michel Joelsas,Alessandra Negrini,Marcello Airoldi,Comedy,eu fico loko,Comedy eu fico loko Michel Joelsas Alessandra Negrini Marcello AiroldiBruno Garotti
Aram Rappaport,Frank Grillo,Minnie Driver,AnnaSophia Robb,Crime Thriller,the crash,Crime Thriller the crash Frank Grillo Minnie Driver AnnaSophia RobbAram Rappaport
Tatsuya Oishi Akiyuki Shinbo,Hiroshi Kamiya,Yui Horie,Maaya Sakamoto,Animation Fantasy Mystery,kizumonogatari part 3: reiketsu,Animation Fantasy Mystery kizumonogatari part 3: reiketsu Hiroshi Kamiya Yui Horie Maaya SakamotoTatsuya Oishi Akiyuki Shinbo
Chad Stahelski,Keanu Reeves,Common,Laurence Fishburne,Thriller Action Crime,john wick: chapter 2,Thriller Action Crime john wick: chapter 2 Keanu Reeves Common Laurence FishburneChad Stahelski
Jordan Peele,Daniel Kaluuya,Allison Williams,Bradley Whitford,Mystery Thriller Horror,get out,Mystery Thriller Horror get out Daniel Kaluuya Allison Williams Bradley WhitfordJordan Peele
James Mangold,Hugh Jackman,Patrick Stewart,Dafne Keen,Action Drama Sci-Fi,logan,Action Drama Sci-Fi logan Hugh Jackman Patrick Stewart Dafne KeenJames Mangold
Jordan Vogt-Roberts,Tom Hiddleston,Samuel L. Jackson,Brie Larson,Action Adventure Fantasy,kong: skull island,Action Adventure Fantasy kong: skull island Tom Hiddleston Samuel L. Jackson Brie LarsonJordan Vogt-Roberts
Pete Travis,Riz Ahmed,Billie Piper,James Floyd,Crime Drama Thriller,city of tiny lights,Crime Drama Thriller city of tiny lights Riz Ahmed Billie Piper James FloydPete Travis
Danny Boyle,Ewan McGregor,Jonny Lee Miller,Ewen Bremner,Crime Drama,t2 trainspotting,Crime Drama t2 trainspotting Ewan McGregor Jonny Lee Miller Ewen BremnerDanny Boyle
Shane Abbess,Kellan Lutz,Daniel MacPherson,Isabel Lucas,Sci-Fi,science fiction volume one: the osiris child,Sci-Fi science fiction volume one: the osiris child Kellan Lutz Daniel MacPherson Isabel LucasShane Abbess
Ry Russo-Young,Zoey Deutch,Halston Sage,Logan Miller,Mystery Drama Thriller,before i fall,Mystery Drama Thriller before i fall Zoey Deutch Halston Sage Logan MillerRy Russo-Young
Michael Showalter,Kumail Nanjiani,Zoe Kazan,Holly Hunter,Comedy Drama Romance,the big sick,Comedy Drama Romance the big sick Kumail Nanjiani Zoe Kazan Holly HunterMichael Showalter
Matt Spicer,Aubrey Plaza,Elizabeth Olsen,O'Shea Jackson Jr.,Drama Comedy,ingrid goes west,Drama Comedy ingrid goes west Aubrey Plaza Elizabeth Olsen O'Shea Jackson Jr.Matt Spicer
Macon Blair,Melanie Lynskey,Elijah Wood,David Yow,Comedy Crime Drama Thriller,i don't feel at home in this world anymore,Comedy Crime Drama Thriller i don't feel at home in this world anymore Melanie Lynskey Elijah Wood David YowMacon Blair
Guy Ritchie,Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law,Action Drama Fantasy,king arthur: legend of the sword,Action Drama Fantasy king arthur: legend of the sword Charlie Hunnam Astrid Bergès-Frisbey Jude LawGuy Ritchie
Bill Condon,Emma Watson,Dan Stevens,Luke Evans,Family Fantasy Romance,beauty and the beast,Family Fantasy Romance beauty and the beast Emma Watson Dan Stevens Luke EvansBill Condon
Chester Tam,Stella Maeve,Andy Samberg,Josh Peck,Comedy,take the 10,Comedy take the 10 Stella Maeve Andy Samberg Josh PeckChester Tam
Tom McGrath,Alec Baldwin,Miles Bakshi,Jimmy Kimmel,Animation Comedy Family,the boss baby,Animation Comedy Family the boss baby Alec Baldwin Miles Bakshi Jimmy KimmelTom McGrath
Jay Oliva,Matt Ryan,Jason O'Mara,Camilla Luddington,Action Animation Fantasy Sci-Fi Thriller,justice league dark,Action Animation Fantasy Sci-Fi Thriller justice league dark Matt Ryan Jason O'Mara Camilla LuddingtonJay Oliva
Sotiris Tsafoulias,Pigmalion Dadakaridis,Dimitris Katalifos,Manos Vakousis,Thriller Mystery,the other me,Thriller Mystery the other me Pigmalion Dadakaridis Dimitris Katalifos Manos VakousisSotiris Tsafoulias
Luca Guadagnino,Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,Romance Drama,call me by your name,Romance Drama call me by your name Timothée Chalamet Armie Hammer Michael StuhlbargLuca Guadagnino
Adam Randall,Bill Milner,Maisie Williams,Rory Kinnear,Action Crime Sci-Fi Thriller,iboy,Action Crime Sci-Fi Thriller iboy Bill Milner Maisie Williams Rory KinnearAdam Randall
Salvatore Ficarra Valentino Picone,Salvatore Ficarra,Valentino Picone,Vincenzo Amato,Comedy,l'ora legale,Comedy l'ora legale Salvatore Ficarra Valentino Picone Vincenzo AmatoSalvatore Ficarra Valentino Picone
Onur Tukel,Sandra Oh,Anne Heche,Alicia Silverstone,Comedy Drama,catfight,Comedy Drama catfight Sandra Oh Anne Heche Alicia SilverstoneOnur Tukel
David Lowery,Casey Affleck,Rooney Mara,Will Oldham,Drama Fantasy Romance,a ghost story,Drama Fantasy Romance a ghost story Casey Affleck Rooney Mara Will OldhamDavid Lowery
Rupert Sanders,Scarlett Johansson,Michael Pitt,Pilou Asbæk,Action Sci-Fi Thriller,ghost in the shell,Action Sci-Fi Thriller ghost in the shell Scarlett Johansson Michael Pitt Pilou AsbækRupert Sanders
Matt Murphy,Dean O'Gorman,James Rolleston,Ashleigh Cummings,Action Comedy Crime,pork pie,Action Comedy Crime pork pie Dean O'Gorman James Rolleston Ashleigh CummingsMatt Murphy
